1484 139 5 13
64 139 119 15
64 139 14 6
100 141 5 14
1514 142 87 5
365 142 131 2
64 143 101 6
1514 145 9 7
917 145 37 8
1514 146 41 7
1514 146 27 8
1514 146 93 4
1435 146 103 3
64 146 100 7
1514 147 102 3
713 147 117 3
576 147 22 5
1514 148 90 5
749 148 20 7
64 148 94 5
655 149 123 5
66 149 132 1
64 149 13 8
1514 150 107 3
1514 150 106 3
64 150 123 6
64 151 123 7
655 152 118 5
64 152 123 8
655 153 120 6
654 153 121 6
64 153 123 9
64 153 118 6
1514 154 97 4
656 154 122 6
64 154 123 10
64 154 120 7
64 154 121 7
64 155 120 8
64 155 122 7
64 155 118 7
64 155 133 1
1484 156 61 15
64 156 132 2
64 157 117 4
989 158 87 6
1514 158 130 2
664 158 102 4
64 159 87 7
64 159 20 8
64 159 116 6
64 160 87 8
1484 165 5 15
535 165 61 16
627 165 133 2
1514 165 124 3
1514 165 125 3
64 166 133 3
1514 166 126 3
64 166 123 11
1401 167 37 9
110 167 61 17
692 167 132 3
1287 167 103 4
66 167 134 1
64 168 37 10
64 168 132 4
66 168 135 1
64 168 134 2
1514 169 9 8
64 169 132 5
1514 169 127 3
655 169 119 16
1514 170 41 8
1514 170 27 9
1514 170 93 5
1514 170 128 3
1514 170 129 3
64 170 119 17
775 171 18 5
64 171 119 18
1514 172 90 6
269 173 37 11
919 173 19 3
64 174 37 12
1514 174 107 4
1514 174 106 4
533 174 124 4
64 175 135 2
684 176 5 16
655 176 121 8
656 176 122 8
652 176 118 8
64 177 118 9
655 177 120 9
656 177 123 12
64 177 121 9
64 177 122 9
64 178 118 10
1514 178 97 5
64 178 120 10
64 178 123 13
584 178 134 3
64 178 121 10
64 179 120 11
64 179 123 14
64 179 134 4
323 180 37 13
64 180 134 5
64 180 18 6
64 181 134 6
1503 182 102 5
64 182 134 7
64 183 134 8
64 184 134 9
64 185 134 10
766 186 106 5
656 188 119 19
951 189 107 5
1514 189 125 4
64 189 119 20
1484 191 61 18
655 191 101 7
654 191 122 10
655 191 121 11
530 191 103 5
775 192 24 5
653 192 118 11
64 192 122 11
64 192 121 12
1514 193 9 9
1514 193 127 4
64 193 118 12
64 193 134 11
1514 194 41 9
1514 194 27 10
1514 194 93 6
1514 194 128 4
64 194 118 13
298 195 126 5
64 195 118 14
313 196 61 19
1514 196 90 7
1514 196 129 5
64 196 118 15
64 197 118 16
111 198 61 20
64 198 118 17
64 199 118 18
1484 200 5 17
64 200 118 19
64 200 24 6
420 201 128 5
64 201 118 20
64 201 101 8
1514 202 97 6
64 202 118 21
66 202 136 1
66 202 137 1
1302 203 102 6
64 203 118 22
64 203 136 2
64 203 137 2
66 203 138 1
1484 204 37 14
1408 204 25 3
66 204 139 1
64 204 138 2
64 205 139 2
64 205 95 5
1514 206 130 4
66 206 140 1
66 206 141 1
896 207 127 5
66 207 142 1
64 207 140 2
66 207 143 1
66 208 144 1
64 208 145 1
64 208 143 2
365 209 137 3
66 209 146 1
66 209 147 1
64 209 144 2
64 209 141 2
1023 210 27 11
66 210 148 1
64 210 146 2
64 211 27 12
66 211 149 1
64 212 27 13
64 212 149 2
64 212 147 2
1514 213 107 6
1514 213 125 5
64 213 144 3
1231 214 93 7
594 214 138 3
673 214 101 9
64 214 136 3
64 214 148 2
64 215 93 8
64 215 138 4
631 215 95 6
64 216 93 9
804 216 13 9
64 216 95 7
66 216 150 1
66 216 151 1
64 216 101 10
198 217 107 7
1514 217 9 10
66 217 152 1
64 217 150 2
64 217 151 2
1514 218 41 10
343 218 149 3
66 218 153 1
64 218 152 2
64 218 13 10
693 219 143 3
64 219 153 2
64 219 94 6
1514 220 90 8
64 220 143 4
64 221 143 5
66 221 154 1
726 222 146 3
1484 222 61 21
66 222 155 1
64 222 154 2
64 223 146 4
64 223 155 2
1484 224 5 18
1304 224 103 6
1514 225 128 6
1014 225 141 3
1514 226 97 7
631 226 95 8
64 226 18 8
66 227 156 1
198 228 5 19
1484 228 37 15
1494 228 16 5
66 228 157 1
64 228 156 2
713 229 150 3
715 229 151 3
1514 229 139 3
64 229 157 2
1514 230 130 5
64 230 150 4
64 230 151 4
1514 231 127 6
64 231 150 5
792 231 96 9
64 232 96 10
162 233 130 6
1514 233 145 2
64 233 96 11
64 234 96 12
345 235 139 4
64 235 96 13
1514 237 125 6
951 237 154 3
64 238 154 4
64 238 96 14
1514 241 9 11
459 241 145 3
792 241 156 3
863 242 5 20
1514 242 41 11
64 242 156 4
1514 242 152 3
64 242 145 4
1069 243 141 5
1514 243 126 7
1514 243 153 3
64 243 156 5
1514 244 129 7
1514 244 90 9
64 244 141 6
64 244 156 6
1063 245 37 16
64 245 156 7
1514 246 124 7
1484 246 61 22
64 246 147 5
64 246 156 8
1514 247 135 5
1514 247 155 3
64 247 156 9
64 248 156 10
1514 249 128 7
64 249 156 11
1514 250 97 8
285 250 149 4
64 250 156 12
561 251 151 5
64 251 156 13
586 252 150 6
64 252 156 14
64 252 144 4
64 252 151 6
1514 253 157 3
64 253 150 7
728 254 146 5
66 254 158 1
1514 255 127 7
64 255 146 6
601 256 124 8
66 256 159 1
66 256 160 1
64 256 158 2
975 258 154 5
64 259 154 6
792 259 147 6
953 260 37 17
64 260 154 7
929 261 61 23
1514 261 125 7
66 261 161 1
64 261 159 2
64 261 96 15
1502 262 148 4
558 262 150 8
556 262 151 7
64 262 160 2
66 263 162 1
64 264 161 2
1514 265 9 12
592 265 127 8
970 265 128 8
1484 266 5 21
1514 266 41 12
1514 266 152 4
1514 267 126 8
1514 267 153 4
671 267 158 3
1514 268 90 10
1514 268 129 8
364 268 148 5
64 268 158 4
66 268 163 1
66 268 164 1
64 268 151 8
64 269 158 5
64 269 163 2
64 269 162 2
64 269 164 2
1169 270 136 4
75 270 148 6
66 270 165 1
212 271 126 9
1514 271 135 6
1514 271 155 4
64 271 148 7
64 271 136 5
633 272 150 9
64 272 136 6
64 273 150 10
64 273 136 7
70 273 155 5
1514 274 97 9
64 274 150 11
1397 275 137 4
1514 277 157 4
537 278 158 6
809 280 153 5
64 279 158 7
1514 280 124 9
732 281 163 3
64 282 163 4
64 283 163 5
1484 284 37 18
239 284 153 6
64 284 163 6
1484 285 61 24
64 285 163 7
984 285 162 3
1514 285 125 8
1514 286 160 3
64 286 163 8
64 287 163 9
1514 289 9 13
1514 289 127 9
1514 289 128 9
1484 290 5 22
64 290 163 12
1514 290 41 13
1514 290 152 5
64 291 163 13
64 292 163 14
1514 292 90 11
1514 292 129 9
173 293 5 23
64 293 163 15
64 294 163 16
64 295 163 17
1514 295 126 10
1514 295 135 7
1502 295 148 8
64 296 163 18
333 296 152 6
64 297 163 19
1514 297 155 6
1514 298 97 10
64 298 163 20
64 299 163 21
64 300 163 22
1514 301 157 5
64 301 163 23
64 302 163 24
64 303 163 25
1514 304 124 10
64 304 163 26
64 305 163 27
64 306 163 28
1460 307 37 19
64 307 163 29
64 308 163 30
1484 309 61 25
1514 309 125 9
64 309 163 31
1514 313 9 14
1514 313 127 10
1514 313 128 10
1514 314 41 14
64 314 163 32
64 315 163 33
1514 316 90 12
1514 316 129 10
64 316 163 34
1484 317 5 24
64 317 163 35
674 318 37 20
64 318 163 36
1514 319 126 11
1514 319 135 8
1502 319 148 9
64 320 163 37
451 321 128 11
1514 321 155 7
64 321 163 38
1514 322 97 11
64 322 163 39
1514 323 137 6
148 324 155 8
64 324 165 2
1514 325 157 6
64 325 163 40
64 326 162 4
1514 328 124 11
1514 328 152 9
256 328 165 3
285 330 149 5
66 330 166 1
66 330 167 1
1373 331 61 26
483 331 137 7
64 331 166 2
64 331 167 2
111 333 61 27
1514 333 125 10
1000 335 148 10
572 335 158 8
684 336 146 7
1514 337 9 15
1514 337 127 11
75 337 148 11
64 337 146 8
1514 338 41 15
1398 340 37 21
1514 340 90 13
1514 340 129 11
721 340 124 12
1484 341 5 25
64 341 37 22
243 341 127 12
1514 343 126 12
1514 343 135 9
723 343 166 3
64 344 166 4
1514 345 128 12
64 345 166 5
269 346 37 23
1514 346 97 12
64 346 166 6
64 347 37 24
64 347 166 7
64 348 166 8
1514 349 157 7
64 349 166 9
64 350 166 10
64 351 166 11
64 352 166 12
1514 352 152 10
323 353 37 25
64 353 166 13
64 354 166 14
730 355 163 41
730 355 126 13
64 355 166 15
1514 355 167 3
64 356 166 16
1484 357 61 28
1514 357 125 11
64 357 166 17
1514 358 160 6
64 358 166 18
64 359 166 19
66 359 168 1
64 360 166 20
1514 361 9 16
64 361 166 21
1514 362 41 16
64 362 166 22
1391 363 5 26
64 363 166 23
1514 364 90 14
1514 364 129 12
1514 364 124 13
375 364 160 7
64 364 166 24
1514 365 127 13
64 365 166 25
64 366 166 26
1514 367 135 10
1514 367 164 7
64 367 166 27
239 368 160 8
64 368 166 28
1514 369 128 13
64 369 166 29
1514 370 97 13
64 371 166 30
218 372 160 9
1514 373 157 8
64 373 166 31
1514 376 152 11
64 377 166 32
1514 379 167 4
1484 381 61 29
64 380 166 33
1514 381 125 12
767 382 97 14
64 382 166 34
1455 384 9 17
64 383 163 42
930 384 128 14
449 384 152 12
64 385 163 43
1514 386 41 17
64 386 163 44
1484 387 5 27
1514 388 90 15
1514 388 129 13
1514 388 124 14
64 388 163 45
1514 389 127 14
64 389 163 46
64 390 163 47
1514 391 135 11
1490 391 164 8
64 391 163 48
797 397 9 18
64 392 163 49
1514 397 157 9
1398 403 61 30
1514 403 167 5
64 404 166 35
64 404 163 50
480 405 9 19
1514 405 125 13
1514 406 97 15
64 406 166 36
1514 410 41 18
64 407 163 51
1484 411 5 28
1514 412 90 16
1514 412 129 14
1514 412 124 15
64 412 163 52
1514 413 127 15
64 413 166 37
131 414 5 29
64 414 166 38
1514 415 135 12
80 415 127 16
1514 415 164 9
64 415 168 2
66 416 169 1
64 416 166 39
1514 421 157 10
64 422 166 40
1484 427 61 31
1514 427 167 6
64 428 166 41
1514 429 125 14
1514 430 97 16
64 430 166 42
1289 433 129 15
64 431 166 43
1514 434 41 19
1298 435 5 30
1514 436 90 17
1514 436 124 16
64 436 166 44
135 438 5 31
1514 439 135 13
1490 439 164 10
64 439 166 45
87 440 5 32
64 440 166 46
64 441 5 33
64 442 5 34
132 445 5 35
1514 445 157 11
64 446 166 47
1484 451 61 32
1514 451 167 7
691 451 168 3
64 452 166 48
1514 453 125 15
1514 454 97 17
64 454 166 49
64 455 166 50
1514 457 129 16
1514 458 41 20
64 459 166 51
1514 460 90 18
1514 460 124 17
64 461 169 2
64 461 166 52
1514 463 135 14
1514 463 164 11
66 463 170 1
64 464 168 4
64 464 170 2
66 465 171 1
1369 467 5 36
64 466 168 5
113 469 5 37
1514 469 157 12
64 470 168 6
1373 473 61 33
64 471 168 7
647 474 135 15
110 475 61 34
1514 475 167 8
64 475 168 8
714 476 170 3
64 476 158 9
1514 477 125 16
66 477 172 1
64 477 168 9
1514 478 97 18
64 478 171 2
64 478 168 10
64 479 172 2
66 480 173 1
66 480 174 1
1514 481 129 17
64 481 170 4
1514 482 41 21
64 482 173 2
845 483 5 38
66 483 175 1
64 483 174 2
64 484 5 39
1514 484 90 19
1514 484 124 18
64 484 175 2
64 485 5 40
1514 485 169 3
1514 487 164 12
176 488 5 41
87 490 5 42
110 492 5 43
714 492 172 3
1514 493 157 13
64 493 172 4
714 494 173 3
64 494 172 5
64 495 173 4
64 496 173 5
218 496 160 10
66 496 176 1
219 497 152 13
219 497 153 8
66 497 177 1
64 497 176 2
64 498 177 2
1484 499 61 35
1514 499 167 9
581 500 158 10
514 501 5 44
1514 501 125 17
64 502 5 45
1514 502 97 19
587 502 150 12
579 502 151 9
113 504 5 46
1514 504 171 3
1514 505 129 18
1514 506 41 22
87 507 129 19
689 507 173 6
1514 508 90 20
1514 508 124 19
1514 508 175 3
1514 508 174 3
64 508 173 7
730 509 176 3
1514 509 169 4
64 510 176 4
1514 511 164 13
64 511 176 5
64 514 176 8
653 515 5 47
64 515 176 9
64 516 5 48
64 516 176 10
64 512 176 6
64 517 176 11
1514 517 157 14
109 518 5 49
64 518 176 12
64 518 151 10
64 518 158 11
64 518 150 13
64 519 176 13
64 520 176 14
1514 522 177 3
1484 523 61 36
1514 523 167 10
689 523 173 8
64 524 173 9
1514 525 125 18
150 526 61 37
1514 526 97 20
689 526 170 5
64 527 170 6
1514 528 171 4
66 528 178 1
66 528 179 1
648 529 5 50
64 529 178 2
64 529 179 2
64 529 89 18
1514 530 41 23
64 513 176 7
64 530 5 51
689 531 172 6
64 531 102 7
64 531 100 8
110 532 5 52
1514 532 90 21
1514 532 124 20
1514 532 175 4
1514 532 174 4
64 532 172 7
64 532 112 3
64 532 108 5
64 532 114 3
64 532 113 3
1514 533 169 5
64 533 115 3
64 533 110 5
64 533 109 5
64 533 111 5
64 533 126 14
64 533 129 20
64 533 120 12
64 533 119 21
64 533 123 15
64 533 106 6
64 533 104 6
1466 534 164 14
64 534 107 8
64 534 105 8
64 534 135 16
64 534 134 12
66 535 180 1
66 535 181 1
64 536 180 2
689 538 170 7
64 539 170 8
689 540 178 3
1514 541 157 15
64 541 178 4
64 542 155 9
64 542 154 8
649 543 5 53
1038 543 61 38
64 543 103 7
64 543 101 11
64 544 5 54
64 544 127 17
64 544 128 15
64 544 118 23
64 544 121 13
64 545 122 12
108 546 5 55
1514 546 177 4
624 546 180 3
1514 547 167 11
64 547 180 4
1138 548 41 24
1228 548 171 5
64 548 180 5
64 549 41 25
1514 549 125 19
64 549 180 6
64 550 41 26
1514 550 97 21
689 550 170 9
64 550 180 7
64 551 170 10
689 552 178 5
1514 553 179 3
64 553 178 6
690 555 173 10
1514 556 90 22
1514 556 124 21
1514 556 175 5
64 556 173 11
1514 556 174 5
1514 557 169 6
653 557 5 56
64 557 173 12
1514 558 164 15
1514 559 181 2
1087 560 61 39
690 561 172 8
110 562 61 40
64 562 172 9
64 563 172 10
690 564 178 7
1514 565 157 16
64 565 178 8
64 566 178 9
598 566 174 6
991 569 179 4
1514 570 177 5
64 570 179 5
1514 571 167 12
1514 572 171 6
1514 573 125 20
1514 574 97 22
1186 575 175 6
64 575 170 14
64 578 178 11
1086 579 61 41
64 579 178 12
1514 580 90 23
1514 580 124 22
1514 581 169 7
1514 582 164 16
690 577 178 10
1514 583 181 3
690 584 172 11
64 585 172 12
883 586 171 7
689 586 170 15
64 587 170 16
1514 589 157 17
690 590 178 13
1514 590 174 7
64 591 178 14
64 592 178 15
1514 594 177 6
1514 594 179 6
1514 595 167 13
690 596 172 13
1514 597 125 21
64 597 172 14
1514 598 97 23
690 598 170 17
64 598 172 15
1514 599 175 7
64 599 170 18
64 600 170 19
690 600 173 13
64 601 173 14
1484 603 61 42
1514 604 90 24
1514 604 124 23
1514 605 169 8
1478 606 164 17
1514 607 181 4
829 607 179 7
690 609 178 16
64 610 178 17
1514 610 171 8
1252 610 174 8
64 611 178 18
690 611 170 20
64 612 170 21
1514 613 157 18
64 613 170 22
64 614 170 23
1514 618 177 7
64 615 163 53
64 616 168 11
1514 619 167 14
1514 621 125 22
64 620 166 53
1514 622 97 24
64 622 176 15
64 622 176 15
64 622 152 14
64 622 150 14
1514 623 175 8
64 623 158 12
64 623 153 9
64 623 151 11
66 624 182 1
937 625 171 9
690 625 170 24
66 625 183 1
64 625 182 2
64 626 170 25
64 626 183 2
64 626 172 16
1484 627 61 43
254 627 175 9
64 627 170 26
64 627 173 15
64 627 178 19
1514 628 90 25
1514 628 124 24
64 628 51 5
64 628 168 12
1514 629 169 9
134 629 50 9
64 629 172 17
1502 630 164 18
230 630 183 3
66 630 184 1
66 630 185 1
64 630 166 54
1514 631 181 5
1514 631 179 8
349 631 182 3
64 631 183 4
66 631 186 1
66 631 187 1
64 631 184 2
64 632 182 4
64 632 183 5
66 632 188 1
66 632 189 1
64 632 185 2
64 632 186 2
64 632 187 2
64 633 182 5
66 633 190 1
66 633 191 1
64 633 188 2
64 633 189 2
1514 634 174 9
64 634 182 6
64 634 190 2
64 634 191 2
852 635 125 23
242 635 181 6
64 636 181 7
1514 637 157 19
64 637 181 8
720 639 61 44
64 640 61 45
64 640 170 29
113 642 61 46
1514 642 177 8
1514 643 167 15
714 643 184 3
730 644 187 3
714 644 185 3
714 644 186 3
64 645 186 4
64 645 187 4
1514 646 97 25
64 646 187 5
64 646 186 5
64 646 188 3
64 647 187 6
64 647 189 3
64 647 184 4
64 648 187 7
64 648 185 4
1514 649 171 10
64 649 187 8
64 649 185 5
64 650 187 9
64 650 184 5
1514 651 175 10
690 651 170 30
64 651 187 10
66 651 192 1
66 651 193 1
1514 652 90 26
1514 652 124 25
64 652 170 31
64 652 187 11
64 652 192 2
64 652 193 2
64 652 147 7
64 652 120 13
64 652 123 16
64 652 119 22
1514 653 169 10
64 653 187 12
64 653 122 13
64 653 121 14
64 653 118 24
64 653 108 6
64 653 111 6
64 653 110 6
64 653 109 6
64 653 100 9
64 653 101 12
64 653 104 7
64 653 105 9
64 653 134 13
1514 654 164 19
64 654 176 16
64 654 163 54
64 654 154 9
64 654 158 13
64 654 150 15
64 654 151 12
64 654 173 16
64 654 178 20
64 654 126 15
64 654 129 21
64 654 128 16
64 654 127 18
64 654 112 4
64 654 115 4
64 654 114 4
1514 655 179 9
64 655 113 4
64 655 102 8
64 655 103 8
64 655 106 7
64 655 107 9
64 655 135 17
64 655 155 10
64 655 160 12
64 655 152 15
64 655 153 10
64 655 142 2
64 655 95 9
230 656 193 3
66 656 194 1
66 656 195 1
315 657 192 3
64 657 194 2
66 657 196 1
66 657 197 1
66 657 198 1
66 657 199 1
66 657 200 1
1514 658 190 3
1514 658 191 3
1514 658 174 10
64 658 192 4
64 658 196 2
64 658 197 2
66 658 201 1
64 658 198 2
1514 659 125 24
1514 661 157 20
690 663 170 32
64 664 170 33
64 665 170 34
497 666 196 3
497 666 197 3
497 666 198 3
1514 666 177 9
1484 666 61 47
1104 667 171 11
1514 667 167 16
64 667 198 4
64 667 196 4
64 667 197 4
64 667 184 6
64 667 185 6
64 668 196 5
643 668 194 3
64 668 197 5
64 668 186 6
64 668 187 13
64 668 198 5
64 669 194 4
64 669 196 6
64 669 197 6
64 669 198 6
64 669 193 4
64 669 192 5
1514 670 97 26
1514 670 188 4
64 670 194 5
64 670 196 7
1180 670 175 11
64 670 198 7
64 670 192 6
64 670 193 5
64 670 51 6
1514 671 189 4
66 671 202 1
66 671 203 1
64 671 51 7
133 672 50 10
64 672 202 2
64 672 203 2
66 672 204 1
66 672 205 1
66 672 206 1
64 673 206 2
66 673 208 1
64 673 204 2
66 673 209 1
64 673 205 2
64 673 186 7
66 674 210 1
66 674 211 1
66 674 212 1
134 675 50 11
66 675 213 1
66 675 214 1
64 675 210 2
66 675 215 1
64 675 211 2
1514 676 90 27
1514 676 124 26
230 676 203 3
690 676 170 35
66 676 216 1
66 676 217 1
64 676 212 2
64 676 213 2
64 676 214 2
64 676 215 2
1514 677 169 11
64 677 170 36
64 677 203 4
64 677 216 2
64 677 217 2
1490 678 164 20
349 678 202 3
64 678 170 37
64 678 203 5
1514 679 179 10
64 679 202 4
64 679 170 38
1514 680 195 2
64 680 202 5
64 681 202 6
752 682 97 27
1514 682 174 11
1514 682 190 4
1514 682 191 4
1514 683 125 25
1097 684 61 48
1514 685 157 21
731 687 210 3
714 687 211 3
714 688 212 3
714 688 213 3
64 688 211 4
64 689 210 5
64 688 210 4
64 689 212 4
64 689 213 4
64 690 210 6
64 690 213 5
1514 690 177 10
64 690 212 5
1514 691 171 12
1514 691 167 17
64 691 210 7
64 691 211 5
64 691 187 14
64 691 184 7
64 692 210 8
64 692 185 7
64 692 211 6
64 693 210 9
64 693 213 6
64 693 212 6
1514 694 175 12
1514 694 188 5
64 694 210 10
64 694 50 12
1514 695 189 5
64 695 210 11
64 695 50 13
64 696 210 12
162 696 51 8
64 696 50 14
64 697 210 13
64 697 51 9
64 698 210 14
106 698 50 15
64 698 51 10
1419 699 90 28
64 699 210 15
1514 700 124 27
64 700 90 29
1514 700 215 3
123 700 50 16
64 701 90 30
1514 701 169 12
1514 701 216 3
1514 701 217 3
1514 701 214 3
64 701 50 17
66 701 218 1
66 701 219 1
1502 702 164 21
64 702 50 18
66 702 220 1
64 702 218 2
64 702 219 2
516 703 188 6
1514 703 179 11
66 703 221 1
1514 705 199 3
1514 705 200 3
64 704 188 7
497 706 205 3
960 706 171 13
1514 706 174 12
1514 706 191 5
1514 706 190 5
1514 706 201 3
1514 707 125 26
64 707 205 4
66 707 222 1
1484 708 61 49
64 708 205 5
1514 709 157 22
64 709 205 6
497 710 218 3
497 710 219 3
64 710 222 2
64 711 218 4
64 711 219 4
66 711 223 1
64 712 218 5
64 712 219 5
602 713 179 12
64 713 218 6
64 713 219 6
1514 714 177 11
64 714 219 7
1514 715 167 18
652 717 190 6
1514 718 175 13
64 718 190 7
1514 719 189 6
824 720 125 27
66 721 224 1
66 722 225 1
64 722 224 2
1514 724 124 28
1514 724 209 2
1152 724 96 16
66 724 226 1
1514 725 169 13
64 725 96 17
64 725 226 2
1514 726 164 22
1514 726 220 2
64 726 96 18
66 726 227 1
66 726 228 1
1514 727 221 2
64 727 96 19
66 727 229 1
64 727 227 2
64 728 96 20
